Account ID,Account Name,Residing OU,Service Level
891376909120,di-central-sre-build,NonProd,Tier_2
616199614141,di-ipv-stubs-build,Build,Tier_2
378781532883,di-ipv-cri-fraud-prod,Prod,Tier_2
339712924890,di-mobile-id-check-async-prod,Prod,Tier_2
905418338749,di-ipv-key-relay-build,Build,Tier_2
404250751813,di-ipv-cri-kbv-hmrc-dev,Dev,Tier_2
130355686670,di-ipv-core-dev-old,Dev,Tier_1
182406244095,di-fraud-admin-interface-build,Build,Tier_2
661540811412,ct-resilience-non-prod,Tools,Tier_2
985326104449,di-account-dev,Dev,Tier_2
429671060046,di-ipv-spot-build,Build,Tier_1
153011173686,dcmaw-gds-staging,Staging,Tier_2
758531536632,di-auth-staging,Staging,Tier_2
709132032242,dcmaw-gds-dev,Dev,Tier_2
423448613278,di-txma-audit-integration,Integration,Tier_2
557695625221,di-id-reuse-backup-production,Prod,Tier_1
842766856468,di-devplatform-development,Dev,Tier_2
005455562524,di-ipv-cri-address-dev,Dev,Tier_2
697519714716,di-ipv-contra-indicators-integration,Integration,Tier_1
620946502648,di-ipv-cri-passport-staging,suspended,Tier_2
014243362159,di-ipv-cri-kbv-prod,Prod,Tier_2
816047645251,di-orchestration-dev,Dev,Tier_1
533513803271,di-assets-integration,Integration,Tier_2
211125427676,di-auth-check-experian-integration,Integration,Tier_2
211125303002,di-authentication-production,Prod,Tier_1
054401821868,di-account-data-staging,Staging,Tier_2
075701497069,di-ipv-core-prod,Prod,Tier_1
962503174980,di-fraud-admin-interface-integration,Integration,Tier_2
437181384269,onelogin-dns-nonprod,DNS,Tier_2
688341086169,di-id-reuse-core-build,Build,Tier_1
324281879537,di-account-interventions-production,Prod,Tier_2
778587367904,di-txma-audit-staging,Staging,Tier_2
301577035144,di-account-build,Build,Tier_2
554094681588,ct-devplatform-maintained-stacks,Tools,Tier_2
211125300205,di-mobile-id-check-async-dev,Dev,Tier_2
562238315578,ct-robert-koomson-sbx,suspended,Tier_2
666500506359,di-account-integration,Integration,Tier_2
905418111255,di-transit-gateway-spoke-c,Tools,Tier_2
372912692139,di-ipv-cri-dl-integration,Integration,Tier_2
975050212255,di-monitoring-nonproduction,Dev,Tier_2
457601271792,di-ipv-core-build,Build,Tier_1
767397776536,di-orchestration-build,Build,Tier_1
932648664173,di-gds-workspaces-test,WorkSpaces,Tier_2
677276120913,di-mobile-platform-integration,Integration,Tier_2
605134434404,di-mobile-platform-prod,Prod,Tier_2
476114155755,di-devplatform-spoke-b,Tools,Tier_2
897722706419,di-devplatform-spoke-a,Tools,Tier_2
195275672124,di-crossproduct-development,Dev,Tier_2
065746339278,di-ipv-id-reuse-service-staging,Staging,Tier_1
863518458616,ct-ipam-management,Tools,Tier_2
418272793495,di-evcs-testing-development,Dev,Tier_2
900876933488,di-ipv-id-reuse-service-integration,Integration,Tier_1
761018856937,di-id-sre-tooling-prod,Prod,Tier_2
686255981078,di-data-dap-analyst-prod,Prod,Tier_2
060795934330,di-idsre-dev,Dev,Tier_2
796973488515,ct-tgw-mgmt-dev,Tools,Tier_2
180294197809,di-governance-team-sandbox,Sandbox,Tier_2
275907361037,di-ipv-id-reuse-service-dev,Dev,Tier_1
803135261761,di-devplatform-spoke-a-tgw-test,Dev,Tier_2
904233117214,govuk-app-oneauth-build,Build,Tier_2
605134474558,di-crs-integration,Integration,Tier_2
253490791635,di-crs-staging,Staging,Tier_2
886436928181,govuk-app-oneauth-development,Dev,Tier_2
528757826809,di-crs-prod,Prod,Tier_2
537124944731,di-crs-dev,Dev,Tier_2
044737027424,ct-tgw-mgmt-tgw-test,Tools,Tier_2
354918365814,di-secops-analysis-production,Prod,Tier_2
340752826750,govuk-app-oneauth-staging,Staging,Tier_2
779873699903,di-ipv-id-reuse-service-build,Build,Tier_1
881490088364,di-crs-build,Build,Tier_2
308357913413,di-ipv-id-reuse-service-prod,Prod,Tier_1
259250785031,di-devplatform-spoke-b-tgw-test,Dev,Tier_2
911035951616,di-secops-analysis-dev,Dev,Tier_2
328043473296,govuk-app-oneauth-integration,Dev,Tier_2
054367266435,di-ipv-spot-stubs-build,Build,Tier_1
110869144943,di-ipv-spot-stubs-dev,Dev,Tier_1
806070027947,govuk-app-oneauth-production,Prod,Tier_2
